Year,Month,Day,CountryNo,Country,Region,City,success,AttackType,NoOfKills,PropertyValue,TargetType,latitude,GroupName,longitude,TargetSubType,Target,WeaponType,WeaponDetail
1970,9,14,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,5000000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Industrial/Textiles/Factory,Sudamtex Textiles,Incendiary,Incendiary
1970,9,16,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,15000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Farm/Ranch,International Harvester,Incendiary,Incendiary; Molotov cocktail
1970,9,18,11,Argentina,South America,Rosario,1,Armed Assault,0,0,Police,-32.951052,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),-60.666365,"Police Building (headquarters, station, school)",Rosario Police Station,Firearms,Automatic firearms
1970,9,18,217,United States,North America,Toledo,1,Armed Assault,1,0,Police,41.67086,Black Panthers,-83.543846,Police Security Forces/Officers,Toledo Police officer stationed outside of the Black Panther Party Headquarters,Firearms,Silver handgun fired three times
1970,9,20,217,United States,North America,Newburyport,1,Bombing/Explosion,0,2000,Military,42.811978,Welsh Extremists,-70.872638,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,Explosives,Explosive
1970,9,23,217,United States,North America,Brighton,1,Armed Assault,1,0,Police,42.350097,"Weather Underground, Weathermen",-71.156442,Police Security Forces/Officers,Policeman,Firearms,Pistols
1970,9,23,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,6000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Industrial/Textiles/Factory,IPisa Paper Plant,Incendiary,Incendiary
1970,9,24,217,United States,North America,New York City,1,Bombing/Explosion,0,2500,Government (General),40.697132,Unknown,-73.931351,"Government Personnel (excluding police, military)",Japanese Government Offices,Explosives,Explosive
1970,9,24,499,East Germany (GDR),Eastern Europe,Berlin,1,Bombing/Explosion,0,0,Government (Diplomatic),52.50153,Unknown,13.401851,Embassy/Consulate,Consulate,Explosives,
1970,9,25,217,United States,North America,New York City,1,Bombing/Explosion,0,3000,Military,40.697132,"Weather Underground, Weathermen",-73.931351,Military Recruiting Station/Academy,Army Recruiting Station,Explosives,Explosive
1970,9,26,218,Uruguay,South America,Montevideo,0,Hostage Taking (Kidnapping),0,0,Police,-34.891151,Tupamaros (Uruguay),-56.187214,Police Security Forces/Officers,"Alfredo Beccona, director of Investigations",Unknown,
1970,9,26,217,United States,North America,New York City,1,Bombing/Explosion,0,3000,Government (Diplomatic),40.697132,Unknown,-73.931351,"International Organization (peacekeeper, aid agency, compound)",Ivory Coast Mission to U.N.,Explosives,Explosive
1970,9,27,217,United States,North America,New York City,0,Hijacking,0,0,Airports & Aircraft,40.697132,Jewish Defense League (JDL),-73.931351,Aircraft (not at an airport),United Arab Republic airliner,Explosives,
1970,9,30,603,United Kingdom,Western Europe,Belfast,1,Armed Assault,1,0,Private Citizens & Property,54.607712,Protestant extremists,-5.95621,Religion Identified,"David Murray, 49, Protestant",Firearms,Firearm
1970,10,0,94,Iran,Middle East & North Africa,Tehran,1,Armed Assault,0,0,Business,35.724533,Siah KAL,51.40519,Bank/Commerce,Bank,Firearms,Pistol
1970,10,1,217,United States,North America,Baltimore,1,Facility/Infrastructure Attack,0,0,Private Citizens & Property,39.308342,White extremists,-76.616104,Political Party Member/Rally,Campaign Headquarters of Parren Mitchell,Incendiary,Flammable liquid thrown through front door of building
1970,10,2,209,Turkey,Middle East & North Africa,Izmir,1,Bombing/Explosion,0,0,Military,38.395649,Turkish People's Liberation Front (TPLF)(THKP-C),27.135641,Military Barracks/Base/Headquarters/Checkpost,U.S. Air Force Commissary,Explosives,Dynamite
1970,10,2,217,United States,North America,Eugene,1,Bombing/Explosion,0,50000,Educational Institution,44.04483,Student Radicals,-123.072606,School/University/Educational Building,"Prince Lucien Campbell Hall, University of Oregon",Explosives,Twenty to twenty-five sticks of dynamite connected to a timing device
1970,10,2,217,United States,North America,Glen Burnie,1,Facility/Infrastructure Attack,0,2000,Food or Water Supply,39.162608,Neo-Nazi extremists,-76.624689,Water Supply,Sewage Plant in Anne Arundel Maryland,Incendiary,Four Molotov cocktails; Metal Grates thrown down shaft
1970,10,3,209,Turkey,Middle East & North Africa,Ankara,1,Bombing/Explosion,0,0,Government (Diplomatic),39.930771,Unknown,32.76754,Embassy/Consulate,USIS Office,Explosives,Explosive
1970,10,3,209,Turkey,Middle East & North Africa,Ankara,1,Bombing/Explosion,0,0,Business,39.930771,Turkish People's Liberation Army,32.76754,,"building, U.S. Element Cento",Explosives,Explosive
1970,10,5,38,Canada,North America,Quebec,1,Hostage Taking (Kidnapping),0,0,Government (General),46.803137,Front de Liberation du Quebec (FLQ),-71.241298,Government Building/Facility/Office,"James Cross, senior british trade commissinoer, Quebec",Unknown,
1970,10,5,217,United States,North America,Chicago,1,Bombing/Explosion,0,1000,Private Citizens & Property,41.842602,"Weather Underground, Weathermen",-87.681229,Memorial/Cemetery/Monument,Haymarket Square Statue,Explosives,Explosive
1970,10,5,217,United States,North America,Bluefield,1,Bombing/Explosion,0,15000,Educational Institution,37.264891,Student Radicals,-81.240268,School/University/Educational Building,"Student Union, Bluefield State College",Explosives,
1970,10,6,209,Turkey,Middle East & North Africa,Ankara,0,Armed Assault,0,0,Military,39.930771,Turkish People's Liberation Army,32.76754,Military Transportation/Vehicle (excluding convoys),"vehicle, USAF member",Incendiary,Incendiary
1970,10,6,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Terrorists/Non-State Militia,40.697132,Unknown,-73.931351,Terrorist,Palestine Liberation Organization,Explosives,
1970,10,8,217,United States,North America,Seattle,1,Bombing/Explosion,0,150000,Military,47.610786,Quartermoon Society,-122.331306,Military Recruiting Station/Academy,Navy ROTC facility,Explosives,Explosive
1970,10,8,217,United States,North America,Santa Barbara,1,Bombing/Explosion,0,400,Military,34.419255,"Weather Underground, Weathermen",-119.698869,Military Barracks/Base/Headquarters/Checkpost,National Guard Facility,Explosives,Explosive
1970,10,8,217,United States,North America,San Rafael,1,Bombing/Explosion,0,100000,Government (General),37.97457,"Weather Underground, Weathermen",-122.532474,Judge/Attorney/Court,Marin County Courthouse,Explosives,Explosive
1970,10,8,217,United States,North America,Berkeley,0,Bombing/Explosion,0,0,Educational Institution,37.874043,"Weather Underground, Weathermen",-122.280022,School/University/Educational Building,University Study Center,Explosives,Explosive
1970,10,8,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,50000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,,Domingo Basso Firm,Incendiary,Incendiary
1970,10,8,362,West Germany (FRG),Western Europe,Stuttgart,1,Bombing/Explosion,0,700,Government (Diplomatic),48.777106,Students for a Democratic Society (SDS) (German),9.180769,Embassy/Consulate,USIS Office,Explosives,Explosive
1970,10,9,217,United States,North America,Houston,1,Bombing/Explosion,0,0,Telecommunication,29.813822,Ku Klux Klan,-95.365295,Radio,KPFT transmitter,Explosives,Dynamite
1970,10,10,38,Canada,North America,Saint-Lambert,1,Hostage Taking (Kidnapping),1,0,Government (General),46.803137,Front de Liberation du Quebec (FLQ),-71.241298,"Government Personnel (excluding police, military)","Pierre La Porte, Quebec minister of labor and immigration",Firearms,
1970,10,10,94,Iran,Middle East & North Africa,Tehran,1,Hijacking,0,0,Airports & Aircraft,35.724533,Iranians,51.40519,Aircraft (not at an airport),B-727,Unknown,
1970,10,10,217,United States,North America,New York City,1,Bombing/Explosion,0,50000,Government (General),40.697132,"Weather Underground, Weathermen",-73.931351,Judge/Attorney/Court,Courthouse in Long Island City Queens,Explosives,Eight to ten sticks of dynamite
1970,10,14,217,United States,North America,Cambridge,1,Bombing/Explosion,0,20000,Educational Institution,42.36679,"Weather Underground, Weathermen",-71.10601899999997,School/University/Educational Building,"Library, Center for International Studies",Explosives,Explosive
1970,10,14,362,West Germany (FRG),Western Europe,Munich,1,Bombing/Explosion,0,0,Police,48.139126,Unknown,11.580186,Police Patrol (including vehicles and convoys),Vehicles of police unit #1,Explosives,
1970,10,15,217,United States,North America,Cambridge,1,Bombing/Explosion,0,1500,Educational Institution,42.36679,"Weather Underground, Weathermen",-71.10601899999997,School/University/Educational Building,Massachusetts Institute of Technology,Explosives,Explosive
1970,10,15,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,5000,Journalists & Media,-34.891151,Tupamaros (Uruguay),-56.187214,Newspaper Journalist/Staff/Facility,Readers Digest Distributor,Incendiary,Incendiary
1970,10,15,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,5000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Industrial/Textiles/Factory,Coca Coca Distributor,Incendiary,Incendiary
1970,10,15,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,5000,Airports & Aircraft,-34.891151,Tupamaros (Uruguay),-56.187214,Airline Officer/Personnel,PanAm Offices,Incendiary,Incendiary
1970,10,15,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,0,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Multinational Corporation,General Electric Offices,Incendiary,Incendiary
1970,10,15,217,United States,North America,Kansas City,1,Bombing/Explosion,0,0,Police,39.176086,Black Nationalists,-94.574127,"Police Building (headquarters, station, school)","Police Storefront Center, Kansas City Missouri",Explosives,Dynamite
1970,10,16,11,Argentina,South America,Buenos Aires,1,Facility/Infrastructure Attack,0,50000,Government (General),-34.61768,Unknown,-58.444435,"Government Personnel (excluding police, military)",U.S. Defense Attache Residence,Incendiary,Incendiary
1970,10,17,362,West Germany (FRG),Western Europe,Munich,1,Bombing/Explosion,0,0,Police,48.139126,Unknown,11.580186,Police Patrol (including vehicles and convoys),police vehicles,Explosives,
1970,10,18,217,United States,North America,Irvine,1,Bombing/Explosion,0,500000,Educational Institution,33.683734,Unknown,-117.794609,School/University/Educational Building,Stanford Research Institute,Explosives,Explosive
1970,10,19,217,United States,North America,Irvine,1,Bombing/Explosion,0,0,Educational Institution,33.683734,Unknown,-117.794609,School/University/Educational Building,"Virus Center, Stanford Research Center",Explosives,Explosive
1970,10,20,11,Argentina,South America,Buenos Aires,1,Bombing/Explosion,0,0,Government (Diplomatic),-34.61768,Unknown,-58.444435,Embassy/Consulate,"Homes, U.S. Offices",Explosives,Explosive
1970,10,20,217,United States,North America,Cairo,1,Facility/Infrastructure Attack,0,60000,Government (General),37.005105,Black Nationalists,-89.17626899999998,Government Building/Facility/Office,"Veterans of Foreign Wars Building, Cairo Illinois",Incendiary,Sniper-fire
1970,10,21,14,Australia,Australasia & Oceania,Melbourne,1,Bombing/Explosion,0,0,Government (Diplomatic),-37.813187,Croatian Nationalists,144.96298,Embassy/Consulate,Yugoslav Consulate,Explosives,Explosive
1970,10,21,217,United States,North America,Cairo,1,Armed Assault,0,0,Police,37.005105,Black Nationalists,-89.17626899999998,"Police Building (headquarters, station, school)",Cairo Police Headquarters,Firearms,Automatic Weapons
1970,10,22,217,United States,North America,San Francisco,1,Bombing/Explosion,0,0,Religious Figures/Institutions,37.755363,Black Liberation Army,-122.443352,Place of Worship,Church,Explosives,Explosive
1970,10,24,217,United States,North America,Detroit,1,Armed Assault,1,0,Police,42.331685,National Committee to Combat Fascism,-83.047924,Police Security Forces/Officers,Policeman,Firearms,Shotgun
1970,10,24,98,Italy,Western Europe,Rome,0,Unarmed Assault,0,0,Educational Institution,41.890961,Unknown,12.490069,School/University/Educational Building,US Education '70 Exhibit,Chemical,Tear gas
1970,10,24,217,United States,North America,Cairo,1,Facility/Infrastructure Attack,0,0,Business,37.005105,Black Nationalists,-89.17626899999998,Retail/Grocery/Bakery,White owned grocery store near the Pyramid Courts project in Cairo Illinois,Incendiary,Sniper-fire
1970,10,24,217,United States,North America,Cairo,1,Armed Assault,0,0,Police,37.005105,Black Panthers,-89.17626899999998,"Police Building (headquarters, station, school)",Cairo Police Headquarters,Firearms,Rifles
1970,10,25,217,United States,North America,Washington,1,Bombing/Explosion,0,0,Government (General),38.908642,Unknown,-77.015381,Government Building/Facility/Office,"Main Post Office, Washington D.C.",Explosives,"The bomb was wrapped in brown paper and police discovered remnants of black powder, a battery, and a timing device."
1970,10,26,217,United States,North America,Irvine,1,Facility/Infrastructure Attack,0,500000,Business,33.683734,Unknown,-117.794609,Bank/Commerce,Bank of America Branch,Incendiary,Incendiary
1970,10,27,11,Argentina,South America,Buenos Aires,1,Assassination,1,0,Private Citizens & Property,-34.61768,Unknown,-58.444435,Labor Union Related,"Union leader, Jose Alonso",Unknown,
1970,10,27,209,Turkey,Middle East & North Africa,Ankara,1,Bombing/Explosion,0,0,Military,39.930771,Turkish People's Liberation Army,32.76754,Military Barracks/Base/Headquarters/Checkpost,U.S. Military Annex Exchange,Explosives,Explosive
1970,10,27,603,United Kingdom,Western Europe,London,1,Facility/Infrastructure Attack,0,5000,Airports & Aircraft,51.504387,1st of May Group,-0.140041,Airport,Heathrow Airport,Incendiary,Incendiary
1970,10,28,217,United States,North America,Stuart,1,Facility/Infrastructure Attack,0,500,Government (General),27.19999,Left-Wing Militants,-80.255359,Judge/Attorney/Court,Martin County Courthouse,Incendiary,Five firebombs made out of beer bottles
1970,10,28,217,United States,North America,Whitefish Bay,1,Bombing/Explosion,0,0,Police,43.111261,Left-Wing Militants,-87.89863199999998,Police Patrol (including vehicles and convoys),Whitefish Bay police car,Explosives,Six inch pipe bomb consisting of black power and connected to a pocket watch
1970,10,29,217,United States,North America,El Toro,0,Facility/Infrastructure Attack,0,0,Military,33.62905,Left-Wing Militants,-117.691249,Military Barracks/Base/Headquarters/Checkpost,"Marine Corps Air Station, El Toro California",Incendiary,Two thrown Molotov cocktails filled with gasoline
1970,10,30,217,United States,North America,New York City,1,Bombing/Explosion,0,7500,Military,40.697132,Left-Wing Militants,-73.931351,Military Barracks/Base/Headquarters/Checkpost,"United State Naval Militia Armory, Queens New York",Explosives,Homemade pipe bomb with explosives intended to be used underwater
1970,10,30,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Police,40.697132,Left-Wing Militants,-73.931351,"Police Building (headquarters, station, school)","Police Motorcycle Headquarters, the Bronx New York",Explosives,Homemade pipe bomb containing two propane tanks
1970,10,30,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Military,40.697132,Left-Wing Militants,-73.931351,Military Barracks/Base/Headquarters/Checkpost,"Army Reserve Center, Queens New York",Explosives,Homemade pipe bomb with explosives intended to be used underwater
1970,10,30,217,United States,North America,New York City,0,Bombing/Explosion,0,0,Unknown,40.697132,Left-Wing Militants,-73.931351,,Unknown,Explosives,Two fifteen inch devices attached to two bottles of gasoline
1970,11,0,94,Iran,Middle East & North Africa,Tehran,0,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),35.724533,Unknown,51.40519,"Diplomatic Personnel (outside of embassy, consulate)","Mc Arthur, U.S. Ambassador",Unknown,
1970,11,1,153,Pakistan,South Asia,Karachi,1,Assassination,4,0,Government (Diplomatic),24.891115,Unknown,67.143311,"Diplomatic Personnel (outside of embassy, consulate)",Deputy Foreign Minister: Zygfryd Wolniak,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",Run down by car
1970,11,1,217,United States,North America,Fresno,1,Bombing/Explosion,0,15000,Journalists & Media,36.740685,Unknown,-119.785734,Newspaper Journalist/Staff/Facility,Fresno Guide Newspaper,Explosives,Explosive
1970,11,1,217,United States,North America,Fresno,1,Bombing/Explosion,0,20000,Military,36.740685,Unknown,-119.785734,Military Barracks/Base/Headquarters/Checkpost,Army Induction Center,Explosives,Explosive
1970,11,1,217,United States,North America,New Castle,1,Armed Assault,1,0,Private Citizens & Property,41.001845,White extremists,-80.34724,Race/Ethnicity Identified,Ronald Mitchell,Firearms,Drive-by shooting.
1970,11,1,217,United States,North America,Ann Arbor,1,Facility/Infrastructure Attack,0,0,Military,42.278044,Student Radicals,-83.738224,Military Recruiting Station/Academy,"Navy R.O.T.C. Vehicle, University of Michigan",Incendiary,Firebomb
1970,11,2,11,Argentina,South America,Buenos Aires,1,Armed Assault,0,502500,Private Citizens & Property,-34.61768,Montoneros (Argentina),-58.444435,Labor Union Related,Jockey Club,Firearms,Automatic firearms
1970,11,2,11,Argentina,South America,Ensenada,1,Armed Assault,0,15000,Private Citizens & Property,-34.864823,Montoneros (Argentina),-57.90851899999999,Village/City/Town/Suburb,City,Firearms,Automatic firearms
1970,11,7,499,East Germany (GDR),Eastern Europe,Berlin,1,Bombing/Explosion,0,0,Religious Figures/Institutions,52.50153,Unknown,13.401851,Affiliated Institution,Jewish Community Center,Explosives,Explosive
1970,11,7,217,United States,North America,Cairo,1,Facility/Infrastructure Attack,0,100000,Business,37.005105,Black Nationalists,-89.17626899999998,Industrial/Textiles/Factory,Cairo Lumber Company,Incendiary,Kerosene and gasoline lit on fire
1970,11,7,217,United States,North America,Minneapolis,1,Facility/Infrastructure Attack,0,500,Military,44.964985,Student Radicals,-93.260193,Military Recruiting Station/Academy,Air Force Library located in the University of Minnesota Armory,Incendiary,Arson
1970,11,8,217,United States,North America,Cairo,1,Armed Assault,1,0,Private Citizens & Property,37.005105,White extremists,-89.17626899999998,Race/Ethnicity Identified,African Americans walking in the Pyramid Court Housing Project in Cairo Illinois,Firearms,
1970,11,9,362,West Germany (FRG),Western Europe,Frankfurt,1,Armed Assault,0,0,Military,50.11797,Baader-Meinhof Group,8.644191000000001,Military Transportation/Vehicle (excluding convoys),5 U.S. Army vehicles,Incendiary,Incendiary
1970,11,10,209,Turkey,Middle East & North Africa,Ankara,1,Facility/Infrastructure Attack,0,0,Airports & Aircraft,39.930771,Unknown,32.76754,Airline Officer/Personnel,Pan Am Office,Incendiary,Incendiary
1970,11,12,217,United States,North America,Chicago,1,Facility/Infrastructure Attack,0,0,Government (General),41.842602,Left-Wing Militants,-87.681229,Government Building/Facility/Office,"West Side Selective Service Office, Chicago Illinois",Incendiary,Three brown bottles containing an unknown substance thrown at the building
1970,11,14,217,United States,North America,San Juan,1,Bombing/Explosion,0,2000,Business,18.386932,Armed Commandos of Liberation,-66.061127,Hotel/Resort,Hotel,Explosives,Explosive
1970,11,14,217,United States,North America,San Juan,1,Bombing/Explosion,0,1500,Business,18.386932,Armed Commandos of Liberation,-66.061127,Hotel/Resort,Hotel,Explosives,Explosive
1970,11,14,217,United States,North America,San Juan,1,Bombing/Explosion,0,2000,Business,18.386932,Armed Commandos of Liberation,-66.061127,Hotel/Resort,Hotel,Explosives,Explosive
1970,11,14,217,United States,North America,San Juan,1,Bombing/Explosion,0,3000,Business,18.386932,Armed Commandos of Liberation,-66.061127,Hotel/Resort,Hotel,Explosives,Explosive
1970,11,15,11,Argentina,South America,Buenos Aires,1,Assassination,1,0,Police,-34.61768,Argentine Liberation Front (FAL),-58.444435,Police Security Forces/Officers,"Deputy Police Chief for Political Affairs, Osvaldo Sandoval",Firearms,Automatic firearm
1970,11,15,217,United States,North America,St. Petersburg,1,Unarmed Assault,0,0,Police,27.771185,Black Nationalists,-82.639319,Police Security Forces/Officers,Indiscriminate St. Petersburg Police Officers,Melee,"Fist, feet, rocks, bottles, sticks, and two-by-two piece of plywood"
1970,11,16,603,United Kingdom,Western Europe,Belfast,1,Armed Assault,2,0,Private Citizens & Property,54.607712,Irish Republican Army (IRA),-5.95621,Religion Identified,"Arthur McKenna, 35 and Alexander McVicker, 35, Catholics",Firearms,Firearm
1970,11,18,217,United States,North America,St. Petersburg,1,Facility/Infrastructure Attack,0,0,Police,27.807403,Left-Wing Militants,-82.689767,Police Patrol (including vehicles and convoys),St. Petersburg Police Vehicle,Incendiary,Firebomb thrown from a car
1970,11,20,11,Argentina,South America,Buenos Aires,1,Bombing/Explosion,0,0,Government (General),-34.61768,Peronist Armed Forces (FAP),-58.444435,"Government Personnel (excluding police, military)",U.S. Agricultural Attache Residence,Explosives,Explosive
1970,11,20,11,Argentina,South America,Buenos Aires,1,Bombing/Explosion,0,15000,Government (General),-34.61768,Peronist Armed Forces (FAP),-58.444435,"Government Personnel (excluding police, military)","Residence, U.S. Agricultural Attache",Explosives,Explosive
1970,11,20,11,Argentina,South America,Buenos Aires,1,Armed Assault,0,2500,Military,-34.61768,Peronist Armed Forces (FAP),-58.444435,"Military Personnel (soldiers, troops, officers, forces)","Residence, U.S. Air Mission Members",Firearms,Pistols
1970,11,21,209,Turkey,Middle East & North Africa,Ankara,1,Bombing/Explosion,0,0,Government (Diplomatic),39.930771,Turkish People's Liberation Army,32.76754,Embassy/Consulate,U.S. Embassy,Explosives,Dynamite
1970,11,21,218,Uruguay,South America,Montevideo,1,Armed Assault,0,2500,Business,-34.891151,Tupamaros (Uruguay),-56.187214,,Residence of Arturo Lerena Acevedo,Firearms,Automatic firearms
1970,11,21,217,United States,North America,Portland,1,Bombing/Explosion,0,0,Government (General),45.511795,Left-Wing Militants,-122.675629,Government Building/Facility/Office,Replica of Liberty Bell located at Portland City Hall,Explosives,Dynamite bomb
1970,11,21,217,United States,North America,Chattanooga,1,Bombing/Explosion,0,0,Private Citizens & Property,35.04644,Strikers,-85.309464,Laborer (General)/Occupation Identified,Home of L. D. Turner,Explosives,Four to six sticks of dynamite tossed into the house
1970,11,22,160,Philippines,Southeast Asia,Manila,1,Bombing/Explosion,0,0,Government (Diplomatic),14.596051,Unknown,120.978666,Embassy/Consulate,U.S. Cultural Center,Explosives,Explosive
1970,11,22,217,United States,North America,St. Petersburg,0,Bombing/Explosion,0,0,Unknown,27.771185,Left-Wing Militants,-82.639319,,Unknown,Explosives,High explosive bomb with a timing mechanism
1970,11,23,217,United States,North America,San Juan,1,Bombing/Explosion,0,3000,Government (Diplomatic),18.386932,Armed Commandos of Liberation,-66.061127,Embassy/Consulate,Dominican Consulate,Explosives,Explosive
1970,11,23,209,Turkey,Middle East & North Africa,Ankara,1,Bombing/Explosion,0,25000,Government (Diplomatic),39.930771,Unknown,32.76754,Embassy/Consulate,Portuguese Embassy,Explosives,Explosive
1970,11,25,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Airports & Aircraft,40.697132,Jewish Defense League (JDL),-73.931351,Airline Officer/Personnel,Aeroflot Office,Explosives,Explosive
1970,11,25,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Tourists,40.697132,Jewish Defense League (JDL),-73.931351,Tourism Travel Agency,Intourist Office,Explosives,Explosive
1970,11,25,217,United States,North America,Berkeley,0,Bombing/Explosion,0,0,Educational Institution,37.874043,Student Radicals,-122.280022,School/University/Educational Building,"Gymnasium, University of California, Berkeley",Explosives,Bomb
1970,11,25,217,United States,North America,San Juan,0,Bombing/Explosion,0,0,Military,18.386932,Armed Commandos of Liberation,-66.061127,Military Barracks/Base/Headquarters/Checkpost,"R.O.T.C. building, University of Puerto Rico",Explosives,Fragmentation device
1970,11,28,218,Uruguay,South America,Montevideo,1,Facility/Infrastructure Attack,0,15000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,,US Market Research Firm,Incendiary,Incendiary
1970,11,29,362,West Germany (FRG),Western Europe,Frankfurt,1,Armed Assault,0,15000,Military,50.11797,Unknown,8.644191000000001,Military Transportation/Vehicle (excluding convoys),Army Vehicles,Incendiary,Incendiary
1970,11,29,218,Uruguay,South America,Montevideo,1,Armed Assault,0,15000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Restaurant/Bar/Caf̩,Acodike Supergas,Firearms,Automatic firearms
1970,12,1,185,Spain,Western Europe,Donostia-San Sebastian,1,Hostage Taking (Kidnapping),0,0,Government (Diplomatic),43.291618,Basque Fatherland and Freedom (ETA),-1.977903,"Diplomatic Personnel (outside of embassy, consulate)","Eugene Beihl, honorary FRG consul, San Sebastian",Unknown,
1970,12,1,218,Uruguay,South America,Montevideo,1,Bombing/Explosion,0,0,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Multinational Corporation,ITT receiving station (cable),Explosives,Explosive
1970,12,1,218,Uruguay,South America,Montevideo,1,Bombing/Explosion,0,15000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Multinational Corporation,"Receiving Station, ITT",Explosives,Automatic firearms; Explosives
1970,12,1,217,United States,North America,Eugene,1,Bombing/Explosion,0,9000,Educational Institution,44.04483,Student Radicals,-123.072606,School/University/Educational Building,"Johnson Hall, University of Oregon",Explosives,Four to five sticks of dynamite
1970,12,7,30,Brazil,South America,Rio de Janeiro,1,Hostage Taking (Kidnapping),1,0,Government (Diplomatic),-22.908278,Popular Revolutionary Vanguard (VPR),-43.197026,"Diplomatic Personnel (outside of embassy, consulate)","Giovanni Bucher, swiss ambassador to Brazil",Unknown,
1970,12,11,217,United States,North America,Lawrence,1,Bombing/Explosion,0,70000,Educational Institution,38.97306500000001,Unknown,-95.236534,School/University/Educational Building,Computer Center,Explosives,Explosive
1970,12,11,218,Uruguay,South America,Montevideo,1,Bombing/Explosion,0,60000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Bank/Commerce,"Offices, Interamerican Development Bank",Explosives,Explosives
1970,12,13,218,Uruguay,South America,Montevideo,1,Bombing/Explosion,0,300000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Entertainment/Cultural/Stadium/Casino,Pagador del Cerro - Evening Center,Explosives,Explosives
1970,12,14,217,United States,North America,New York City,1,Bombing/Explosion,0,0,Business,40.697132,Armed Revolutionary Independence Movement (MIRA),-73.931351,Multinational Corporation,General Electric Corporate Headquarters,Explosives,Explosive
1970,12,14,217,United States,North America,Bridgeport,1,Facility/Infrastructure Attack,0,0,NGO,41.18188,Armed Revolutionary Independence Movement (MIRA),-73.19126899999998,Domestic NGO,"Antipoverty Agency Headquarters, Bridgeport Connecticut",Incendiary,Gasoline poured on porch set off by a firebomb
1970,12,15,217,United States,North America,Isla Vista,1,Bombing/Explosion,0,20000,Business,34.41217,Unknown,-119.85704,Bank/Commerce,Bank of America,Explosives,Explosive
1970,12,15,217,United States,North America,Storrs,1,Facility/Infrastructure Attack,0,0,Military,41.807741,Student Radicals,-72.25398,Military Barracks/Base/Headquarters/Checkpost,"Army R.O.T.C. offices, University of Connecticut",Incendiary,Molotov cocktail gasoline in a bottle
1970,12,16,218,Uruguay,South America,Montevideo,1,Bombing/Explosion,0,60000,Educational Institution,-34.891151,Tupamaros (Uruguay),-56.187214,School/University/Educational Building,Radio Universal Installations,Explosives,Automatic firearms; Explosives
1970,12,16,218,Uruguay,South America,Montevideo,1,Assassination,0,60000,Journalists & Media,-34.891151,Tupamaros (Uruguay),-56.187214,Newspaper Journalist/Staff/Facility,"Residence, director of the paper ""La Manana""",Firearms,Pistols
1970,12,16,217,United States,North America,Hollywood,1,Facility/Infrastructure Attack,0,0,Government (General),26.011201,Left-Wing Militants,-80.14949,Government Building/Facility/Office,"Selective Service Office, Hollywood Florida",Incendiary,Two firebombs throw through window
1970,12,17,218,Uruguay,South America,Montevideo,1,Bombing/Explosion,0,60000,Business,-34.891151,Tupamaros (Uruguay),-56.187214,Entertainment/Cultural/Stadium/Casino,"Night Club, Chez Carlos",Explosives,Automatic firearms; Explosive
1970,12,18,217,United States,North America,San Mateo,1,Bombing/Explosion,0,0,Government (General),37.54703,Left-Wing Militants,-122.314834,Government Building/Facility/Office,Building housing the draft board office in San Mateo California,Explosives,Bombed
1970,12,22,217,United States,North America,Whitefish Bay,1,Bombing/Explosion,0,0,Military,43.113655,Left-Wing Militants,-87.900289,Military Transportation/Vehicle (excluding convoys),Trucks at the Whitefish Bay Armory,Explosives,Four inch pipe bomb connected to a watch
1970,12,23,603,United Kingdom,Western Europe,Belfast,1,Armed Assault,1,0,Private Citizens & Property,54.607712,Irish Republican Extremists,-5.95621,Religion Identified,"Andrew Jardin, 65, Protestant",Firearms,Firearm
